tag,class,text_preview,is_valid,type
h4,mt-0 pecio_final ft,$11.484Precio especial,,
div,card-body px-3 pb-0 pt-0,HPM260BK                                                    ,,
span,pull-left articulo_field,HPM260BK,,
h4,card-title mb-1 h-40*,Mouse Gaming Hp M260 6400 Dpi Ajustable 6 Botones Gamer G203,,
div,card-footer justify-content-between p-0,$12.589$12.716,2$11.727Precio especial,
h6,mb-0 ft solo_web show  tachado_0,$12.716,2,
h4,mt-0 pecio_final ft,$11.727Precio especial,,
div,col-md-3 listado- pull-left prod-cat cat-11713 marca_316 fil_cable,cable| marca_316                						,,
span,filtros_cucarda,cable| marca_316,,
div,card-footer justify-content-between p-0,$13.053$13.185$12.159Precio especial,,
h4,mt-0 pecio_final ft,$12.159Precio especial,,
div,card-body px-3 pb-0 pt-0,194053                                                    ,,
span,pull-left articulo_field,194053,,
h4,card-title mb-1 h-40*,Toner Arlternativo Ameriprint Dr1000 1010- 1070 1075 1090,,
div,card-footer justify-content-between p-0,$13.364$13.499$12.449Precio especial,,
h6,mb-0 ft solo_web show  tachado_0,$13.499,,
h4,mt-0 pecio_final ft,$12.449Precio especial,,
div,card-footer justify-content-between p-0,$13.541$13.678$12.613Precio especial,,
h6,mb-0 ft solo_web show  tachado_0,$13.678,,
h4,mt-0 pecio_final ft,$12.613Precio especial,,
div,col-md-3 listado- pull-left prod-cat cat-2164 marca_312 fil_cable fil_membrana,cable | membrana| marca_312                						,,
span,filtros_cucarda,cable | membrana| marca_312,,
div,card-body px-3 pb-0 pt-0,920-004422                                                    ,,
span,pull-left articulo_field,920-004422,,
h4,card-title mb-1 h-40*,Teclado Logitech Usb K120 Qwerty Español Negro- Acuario,,
div,card-footer justify-content-between p-0,$13.720$13.858,9$12.780Precio especial,
h6,mb-0 ft solo_web show  tachado_0,$13.858,9,
h4,mt-0 pecio_final ft,$12.780Precio especial,,
div,card-footer justify-content-between p-0,$13.721$13.860$12.781Precio especial,,
h6,mb-0 ft solo_web show  tachado_0,$13.860,,
h4,mt-0 pecio_final ft,$12.781Precio especial,,
div,card-body px-3 pb-0 pt-0,154068                                                    ,,
span,pull-left articulo_field,154068,,
h4,card-title mb-1 h-40*,Mouse Optico Con Cable Usb Hp 320m 9va80aa 1000dpi Acuario,,
div,card-footer justify-content-between p-0,$14.304$14.448$13.324Precio especial,,
h6,mb-0 ft solo_web show  tachado_0,$14.448,,
h4,mt-0 pecio_final ft,$13.324Precio especial,,
div,col-md-3 listado- pull-left prod-cat cat-2163 marca_312 fil_oficina_1,oficina_1| marca_312                						,,
span,filtros_cucarda,oficina_1| marca_312,,
div,card-body px-3 pb-0 pt-0,910-003636                                                    ,,
span,pull-left articulo_field,910-003636,,
h4,card-title mb-1 h-40*,Mouse Inalámbrico Logitech M185 Azul Usb Ergonomico -acuario,,
div,card-footer justify-content-between p-0,$14.816$14.966$13.801Precio especial,,
h6,mb-0 ft solo_web show  tachado_0,$14.966,,
h4,mt-0 pecio_final ft,$13.801Precio especial,,
div,card-body px-3 pb-0 pt-0,910-005903                                                    ,,
span,pull-left articulo_field,910-005903,,
h4,card-title mb-1 h-40*,Mouse Inalambrico Logitech M190 Wireless Ambidiestro Oficial,,
div,card-footer justify-content-between p-0,$14.842$14.992$13.825Precio especial,,
h6,mb-0 ft solo_web show  tachado_0,$14.992,,
h4,mt-0 pecio_final ft,$13.825Precio especial,,
div,col-md-3 listado- pull-left prod-cat cat-2163 marca_312 fil_bluetooth,bluetooth| marca_312                						,,
span,filtros_cucarda,bluetooth| marca_312,,
div,card-body px-3 pb-0 pt-0,910-007457                                                    ,,
span,pull-left articulo_field,910-007457,,
h4,card-title mb-1 h-40*,Mouse Inalámbrico Logitech M196 Con Conexión Bluetooth,,
div,card-footer justify-content-between p-0,$14.939$15.089,5$13.916Precio especial,
h6,mb-0 ft solo_web show  tachado_0,$15.089,5,
h4,mt-0 pecio_final ft,$13.916Precio especial,,
div,card-body px-3 pb-0 pt-0,910-007456                                                    ,,
span,pull-left articulo_field,910-007456,,
h4,card-title mb-1 h-40*,Mouse Logitech Bluetooth M196 Color Grafito,,
div,card-body px-3 pb-0 pt-0,910-007458                                                    ,,
span,pull-left articulo_field,910-007458,,
h4,card-title mb-1 h-40*,Mouse Inalámbrico Logitech M196 Rosa Con Conexión Bluetooth,,
div,col-md-3 listado- pull-left prod-cat cat-2163 marca_1548 fil_inalambrico,inalambrico| marca_1548                						,,
span,filtros_cucarda,inalambrico| marca_1548,,
div,card-body px-3 pb-0 pt-0,TRUSTMOUSEPRIMO                                                    ,,
span,pull-left articulo_field,TRUSTMOUSEPRIMO,,
h4,card-title mb-1 h-40*,Mouse Inalámbrico Usb Trust Primo Negro Gtia Ofi - Acuario,,
div,card-footer justify-content-between p-0,$15.422$15.578$14.366Precio especial,,
h6,mb-0 ft solo_web show  tachado_0,$15.578,,
h4,mt-0 pecio_final ft,$14.366Precio especial,,
div,card-body px-3 pb-0 pt-0,TRUSTSILSKETCHROJO                                                    ,,
span,pull-left articulo_field,TRUSTSILSKETCHROJO,,
h4,card-title mb-1 h-40*,Mouse Trust Inalámbrico Silencioso Sketch Rojo Usb - Acuario,,
div,card-footer justify-content-between p-0,$15.436$15.592$14.379Precio especial,,
h6,mb-0 ft solo_web show  tachado_0,$15.592,,
h4,mt-0 pecio_final ft,$14.379Precio especial,,
div,card-body px-3 pb-0 pt-0,TRUSTZIVAMOUSEINALAMBRICO                                                    ,,
span,pull-left articulo_field,TRUSTZIVAMOUSEINALAMBRICO,,
h4,card-title mb-1 h-40*,Mouse Inalámbrico Trust Ziva Compacto 3 Btrns Usb - Acuario,,
div,card-footer justify-content-between p-0,$15.659$15.817$14.586Precio especial,,
h6,mb-0 ft solo_web show  tachado_0,$15.817,,
h4,mt-0 pecio_final ft,$14.586Precio especial,,
div,col-md-3 listado- pull-left prod-cat cat-2163 marca_320 fil_inalambrico,inalambrico| marca_320                						,,
span,filtros_cucarda,inalambrico| marca_320,,
div,card-body px-3 pb-0 pt-0,GENIUS-NX-7010-GREENG5                                                    ,,
span,pull-left articulo_field,GENIUS-NX-7010-GREENG5,,
h4,card-title mb-1 h-40*,Mouse Inalambrico Genius Nx-7010 Green G5,,
div,card-footer justify-content-between p-0,$15.947$16.108$14.855Precio especial,,
h6,mb-0 ft solo_web show  tachado_0,$16.108,,
h4,mt-0 pecio_final ft,$14.855Precio especial,,
h4,card-title mb-1 h-40*,Teclado K120 Logitech Idioma Español España,,
div,card-footer justify-content-between p-0,$16.385$16.550$15.263Precio especial,,
h6,mb-0 ft solo_web show  tachado_0,$16.550,,
h4,mt-0 pecio_final ft,$15.263Precio especial,,
h4,card-title mb-1 h-40*,Teclado Logitech K120 Usb Pc Notebook Espa�ol Negro � Slim,,
div,col-md-3 listado- pull-left prod-cat cat-2163 marca_ fil_inalambrico,inalambrico| marca_                						,,
span,filtros_cucarda,inalambrico| marca_,,
div,card-body px-3 pb-0 pt-0,GENNX7010ROJ                                                    ,,
span,pull-left articulo_field,GENNX7010ROJ,,
h4,card-title mb-1 h-40*,Mouse Inalámbrico Usb Genius Nx-7010 Rojo Pc Notebook,,
div,card-footer justify-content-between p-0,$17.159$17.332$15.984Precio especial,,
h6,mb-0 ft solo_web show  tachado_0,$17.332,,
h4,mt-0 pecio_final ft,$15.984Precio especial,,
h4,card-title mb-1 h-40*,Mouse Gaming Hp M260 6400 Dpi Ajustable 6 Botones Gamer,,
div,card-footer justify-content-between p-0,$17.404$17.580$16.212Precio especial,,
h6,mb-0 ft solo_web show  tachado_0,$17.580,,
h4,mt-0 pecio_final ft,$16.212Precio especial,,
div,card-body px-3 pb-0 pt-0,910-002225                                                    ,,
span,pull-left articulo_field,910-002225,,
h4,card-title mb-1 h-40*,Mouse Inalámbrico Usb Logitech  M185  Gris Acuario,,
div,card-footer justify-content-between p-0,$17.909$18.090$16.682Precio especial,,
h6,mb-0 ft solo_web show  tachado_0,$18.090,,
h4,mt-0 pecio_final ft,$16.682Precio especial,,
div,col-md-3 listado- pull-left prod-cat cat-11713 marca_1548 fil_cable,cable| marca_1548                						,,
span,filtros_cucarda,cable| marca_1548,,
div,card-body px-3 pb-0 pt-0,TRUSTGXT101CGAVVERDE                                                    ,,
span,pull-left articulo_field,TRUSTGXT101CGAVVERDE,,
h4,card-title mb-1 h-40*,Mouse Gamer Gav Trust Gxt101 4800 Dpi 6 Btns Verde -acuario,,
div,card-footer justify-content-between p-0,$18.057$18.239,25$16.820Precio especial,
h6,mb-0 ft solo_web show  tachado_0,$18.239,25,
h4,mt-0 pecio_final ft,$16.820Precio especial,,
div,card-body px-3 pb-0 pt-0,TRUSTGAMINGZIVA                                                    ,,
span,pull-left articulo_field,TRUSTGAMINGZIVA,,
h4,card-title mb-1 h-40*,Mouse Trust Ziva Gamer 2000dpi Pc Ps4 6btns - Acuario,,
div,card-footer justify-content-between p-0,$19.072$19.264,75$17.766Precio especial,
h6,mb-0 ft solo_web show  tachado_0,$19.264,75,
h4,mt-0 pecio_final ft,$17.766Precio especial,,
div,labels,.,,
div,tags,En stock.,,
div,tags,Poco stock.,,
div,price,$109.045,27 $119.949,83
span,price-promo,$119.949,83,
div,l-subheader at_top,Pedro Nolasco Rodriguez 1160,X5009 Córdoba,
div,w-text ush_text_2 has_text_color nowrap,✉ Informa tu pago,,
div,for_max_value,$ 5.089.919,,
li,menu-item menu-item-type-custom menu-item-object-custom menu-item-66551,Discos HDD,,
li,menu-item menu-item-type-custom menu-item-object-custom menu-item-66564,Discos SSD M.2,,
li,menu-item menu-item-type-custom menu-item-object-custom menu-item-66554,Fuentes de poder,,
li,menu-item menu-item-type-custom menu-item-object-custom menu-item-66561,Coolers y Fans,,
li,menu-item menu-item-type-custom menu-item-object-custom menu-item-66558,Refrigeracion liquida,,
li,menu-item menu-item-type-custom menu-item-object-custom menu-item-66563,Camaras,,
li,menu-item menu-item-type-custom menu-item-object-custom menu-item-66335,PC’s Armadas,,
li,menu-item menu-item-type-custom menu-item-object-custom menu-item-66547,Combos de PC,,
ul,menu,Placas de VideoProcesadoresPerifericosGabinetesPC ArmadasMonitores,,
p,w-text usg_text_1 has_text_color,FINANCIA EN 6 CUOTAS FIJAS,,
span,w-post-elm post_title usg_post_title_1 has_text_color align_left woocommerce-loop-product__title color_link_inherit,MOUSE GENIUS RS2 DX-123 BLACK USB-A BLACK BLUE,,
p,w-post-elm product_field price usg_product_field_3,DISPONIBLE$ 4.522,49,
span,stock-high,DISPONIBLE,,
span,woocommerce-Price-amount amount,$ 4.522,49,
span,w-post-elm post_title usg_post_title_1 has_text_color align_left woocommerce-loop-product__title color_link_inherit,MOUSE GENIUS RS2 DX-123 BLACK USB-A BLACK GREY,,
span,w-post-elm post_title usg_post_title_1 has_text_color align_left woocommerce-loop-product__title color_link_inherit,MOUSE GENIUS DX-125 USB BLACK+GREY,,
p,w-post-elm product_field price usg_product_field_3,DISPONIBLE$ 4.602,80,
span,woocommerce-Price-amount amount,$ 4.602,80,
span,w-post-elm post_title usg_post_title_1 has_text_color align_left woocommerce-loop-product__title color_link_inherit,MOUSE TRUST BASI WIRED,,
p,w-post-elm product_field price usg_product_field_3,DISPONIBLE$ 6.037,38,
span,woocommerce-Price-amount amount,$ 6.037,38,
span,w-post-elm post_title usg_post_title_1 has_text_color align_left woocommerce-loop-product__title color_link_inherit,Mouse Raptor Storm Grip 4 botones 3600dpi 7 colore…,,
p,w-post-elm product_field price usg_product_field_3,DISPONIBLE$ 6.055,05,
span,woocommerce-Price-amount amount,$ 6.055,05,
span,w-post-elm post_title usg_post_title_1 has_text_color align_left woocommerce-loop-product__title color_link_inherit,MOUSE TRUST CARVE WIRED,,
p,w-post-elm product_field price usg_product_field_3,DISPONIBLE$ 6.058,86,
span,woocommerce-Price-amount amount,$ 6.058,86,
span,w-post-elm post_title usg_post_title_1 has_text_color align_left woocommerce-loop-product__title color_link_inherit,MOUSE GENIUS MICRO TRAV RETRAC RUBY,,
p,w-post-elm product_field price usg_product_field_3,DISPONIBLE$ 7.893,64,
span,woocommerce-Price-amount amount,$ 7.893,64,
span,w-post-elm post_title usg_post_title_1 has_text_color align_left woocommerce-loop-product__title color_link_inherit,MOUSE GENIUS MICRO TRAV RETRAC WHITE,,
div,w-actionbox-controls,ir a nuestro perfil,,
li,menu-item menu-item-type-custom menu-item-object-custom menu-item-71288,Discord,,
li,menu-item menu-item-type-custom menu-item-object-custom menu-item-71289,LinkeInd,,
button,w-popup-trigger type_btn w-btn us-btn-style_5,Ventas corporativas,,
div,w-popup-box-title,Impulsa tu negocio con nosotros,,
span,cart-price,$0.00,,
li,menu-item menu-item-type-taxonomy menu-item-object-product_cat menu-item-7676,Cpu AMD AM4,,
li,menu-item menu-item-type-taxonomy menu-item-object-product_cat menu-item-55988,Cpu AMD AM5,,
li,menu-item menu-item-type-taxonomy menu-item-object-product_cat menu-item-15815,Cpu Intel LGA1200,,
li,menu-item menu-item-type-taxonomy menu-item-object-product_cat menu-item-42225,Cpu Intel LGA1700,,
li,label-new menu-item menu-item-type-taxonomy menu-item-object-product_cat menu-item-81665,Cpu Intel LGA1851,,
li,menu-item menu-item-type-taxonomy menu-item-object-product_cat menu-item-7669,AMD AM4,,
li,menu-item menu-item-type-taxonomy menu-item-object-product_cat menu-item-58325,Amd AM5,,
li,menu-item menu-item-type-taxonomy menu-item-object-product_cat menu-item-15734,Intel LGA1200,,
li,menu-item menu-item-type-taxonomy menu-item-object-product_cat menu-item-42251,Intel LGA1700,,
li,label-new menu-item menu-item-type-taxonomy menu-item-object-product_cat menu-item-81597,Intel LGA 1851,,
li,menu-item menu-item-type-taxonomy menu-item-object-product_cat menu-item-48239,Socket Varios,,
li,menu-item menu-item-type-taxonomy menu-item-object-product_cat menu-item-41933,Pc DDR5,,
li,menu-item menu-item-type-taxonomy menu-item-object-product_cat menu-item-7636,Pc DDR4,,
li,menu-item menu-item-type-taxonomy menu-item-object-product_cat menu-item-7657,Pc DDR3,,
li,menu-item menu-item-type-taxonomy menu-item-object-product_cat menu-item-7664,Sodimm para Notebook,,
li,menu-item menu-item-type-taxonomy menu-item-object-product_cat menu-item-7653,Discos Rigidos,,
li,menu-item menu-item-type-taxonomy menu-item-object-product_cat menu-item-7642,Discos Solidos,,
li,menu-item menu-item-type-taxonomy menu-item-object-product_cat menu-item-13451,Discos Externos,,
li,menu-item menu-item-type-taxonomy menu-item-object-product_cat menu-item-7651,Amd Radeon,,
li,menu-item menu-item-type-taxonomy menu-item-object-product_cat menu-item-10361,Cooler para Cpu,,
li,menu-item menu-item-type-taxonomy menu-item-object-product_cat menu-item-10363,Fan Coolers y Cables,,
li,menu-item menu-item-type-taxonomy menu-item-object-product_cat menu-item-10362,Pasta Termica y Pads,,
li,menu-item menu-item-type-taxonomy menu-item-object-product_cat menu-item-32449,Con Cable,,
li,menu-item menu-item-type-taxonomy menu-item-object-product_cat menu-item-32450,Inalambricos,,
li,menu-item menu-item-type-taxonomy menu-item-object-product_cat menu-item-7660,Mecanico,,
li,menu-item menu-item-type-taxonomy menu-item-object-product_cat menu-item-7671,Membrana,,
li,menu-item menu-item-type-taxonomy menu-item-object-product_cat menu-item-7685,Wireless,,
li,menu-item menu-item-type-taxonomy menu-item-object-product_cat menu-item-7643,Con cable,,
li,menu-item menu-item-type-taxonomy menu-item-object-product_cat menu-item-7677,Inalambrico,,
li,bold-menu menu-item menu-item-type-taxonomy menu-item-object-product_cat menu-item-62452,Bungee,,
li,bold-menu menu-item menu-item-type-taxonomy menu-item-object-product_cat menu-item-7650,Pads para Mouse,,
