tag,class,text_preview,type
img,,,image
h4,mt-0 pecio_final ft,$19.205Precio especial,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,is_stocked
h4,card-title mb-1 h-40*,Fuente Kelyx 550W PS3 - C/Cooler 8cm Y Cable (5629),title
a,,Fuente Kelyx 550W PS3 - C/Cooler 8cm Y Cable (5629),link
img,,,image
h4,mt-0 pecio_final ft,$21.302Precio especial,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,is_stocked
h4,card-title mb-1 h-40*,Adaptador Carry Disk HIKSEMI Aluminio M.2 NVMe USB 3.2 Type C,title
a,,Adaptador Carry Disk HIKSEMI Aluminio M.2 NVMe USB 3.2 Type C,link
img,,,image
h4,mt-0 pecio_final ft,$22.195Precio especial,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,is_stocked
h4,card-title mb-1 h-40*,MicroSD HIKSEMI 256Gb NEO PLUS P/camaras Videovigilancia (6348),title
a,,MicroSD HIKSEMI 256Gb NEO PLUS P/camaras Videovigilancia (6348),link
img,,,image
h4,mt-0 pecio_final ft,$22.616Precio especial,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,is_stocked
h4,card-title mb-1 h-40*,Fuente Sfx 500w 20+4 Sata,title
a,,Fuente Sfx 500w 20+4 Sata,link
img,,,image
h4,mt-0 pecio_final ft,$22.742Precio especial,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,is_stocked
h4,card-title mb-1 h-40*,Disco SSD HIKSEMI 240Gb Wave SATA (5556),title
a,,Disco SSD HIKSEMI 240Gb Wave SATA (5556),link
img,,,image
h4,mt-0 pecio_final ft,$22.921Precio especial,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,is_stocked
h4,card-title mb-1 h-40*,Disco Ssd Netac Sa500 2.5 Sata3 240 Gb,title
a,,Disco Ssd Netac Sa500 2.5 Sata3 240 Gb,link
img,,,image
h4,mt-0 pecio_final ft,$23.527Precio especial,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,is_stocked
h4,card-title mb-1 h-40*,Disco Ssd Patriot Burst Elite Solid 240 Gb Sata3 Pe000776,title
a,,Disco Ssd Patriot Burst Elite Solid 240 Gb Sata3 Pe000776,link
img,,,image
h4,mt-0 pecio_final ft,$24.111Precio especial,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,is_stocked
h4,card-title mb-1 h-40*,Memoria DDR4 HIKSEMI 8Gb 2666 MHz Hiker BULK,title
a,,Memoria DDR4 HIKSEMI 8Gb 2666 MHz Hiker BULK,link
img,,,image
h4,mt-0 pecio_final ft,$24.819Precio especial,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,is_stocked
h4,card-title mb-1 h-40*,Fuente Kelyx 550W ATX - C/Cooler 12cm Y Cable (1970),title
a,,Fuente Kelyx 550W ATX - C/Cooler 12cm Y Cable (1970),link
img,,,image
h4,mt-0 pecio_final ft,$25.238Precio especial,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,is_stocked
h4,card-title mb-1 h-40*,Memoria DDR4 HIKSEMI 8Gb 2666 MHz Hiker (7192),title
a,,Memoria DDR4 HIKSEMI 8Gb 2666 MHz Hiker (7192),link
img,,,image
h4,mt-0 pecio_final ft,$25.559Precio especial,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,is_stocked
h4,card-title mb-1 h-40*,Fuente Aureox 500w Arxe-500,title
a,,Fuente Aureox 500w Arxe-500,link
img,,,image
h4,mt-0 pecio_final ft,$26.142Precio especial,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,is_stocked
h4,card-title mb-1 h-40*,Memoria DDR4 HIKSEMI 8Gb 3200 MHz Hiker BULK,title
a,,Memoria DDR4 HIKSEMI 8Gb 3200 MHz Hiker BULK,link
img,,,image
h4,mt-0 pecio_final ft,$26.298Precio especial,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,is_stocked
h4,card-title mb-1 h-40*,Base Cooler Trust Kuzo Stand Notebook Gxt 220,title
a,,Base Cooler Trust Kuzo Stand Notebook Gxt 220,link
img,,,image
h4,mt-0 pecio_final ft,$26.322Precio especial,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,is_stocked
h4,card-title mb-1 h-40*,Adaptador Carry Disk HIKSEMI M.2 Sata / M.2 NVMe USB 3.2 Type C (5471),title
a,,Adaptador Carry Disk HIKSEMI M.2 Sata / M.2 NVMe USB 3.2 Type C (5471),link
img,,,image
h4,mt-0 pecio_final ft,$26.682Precio especial,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,is_stocked
h4,card-title mb-1 h-40*,Fuente Kelyx 450W SLIM - C/Cooler 8cm Y Cable (5844),title
a,,Fuente Kelyx 450W SLIM - C/Cooler 8cm Y Cable (5844),link
img,,,image
h4,mt-0 pecio_final ft,$27.108Precio especial,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,is_stocked
h4,card-title mb-1 h-40*,Memoria Lexar Sodimm Ddr4 8gb 3200mhz,title
a,,Memoria Lexar Sodimm Ddr4 8gb 3200mhz,link
img,,,image
h4,mt-0 pecio_final ft,$27.693Precio especial,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,is_stocked
h4,card-title mb-1 h-40*,Memoria DDR4 HIKSEMI 8Gb 3200 MHz Hiker (7215),title
a,,Memoria DDR4 HIKSEMI 8Gb 3200 MHz Hiker (7215),link
img,,,image
h4,mt-0 pecio_final ft,$28.002Precio especial,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,is_stocked
h4,card-title mb-1 h-40*,Fuente Cromax Kc-dda-600 600w Standard Atx Fijo,title
a,,Fuente Cromax Kc-dda-600 600w Standard Atx Fijo,link
img,,,image
h4,mt-0 pecio_final ft,$28.346Precio especial,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,is_stocked
h4,card-title mb-1 h-40*,Memoria Lexar Udimm Ddr4 8gb 3200mhz,title
a,,Memoria Lexar Udimm Ddr4 8gb 3200mhz,link
img,,,image
h4,mt-0 pecio_final ft,$28.842Precio especial,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,is_stocked
h4,card-title mb-1 h-40*,Disco Interno Ssd Lexar Nq100 240gb 2.5” Sata Iii,title
a,,Disco Interno Ssd Lexar Nq100 240gb 2.5” Sata Iii,link
img,,,image
h4,mt-0 pecio_final ft,$29.661Precio especial,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,is_stocked
h4,card-title mb-1 h-40*,Disco Interno Ssd Lexar Nq100 240gb 2.5” Sata Iii,title
a,,Disco Interno Ssd Lexar Nq100 240gb 2.5” Sata Iii,link
img,,,image
h4,mt-0 pecio_final ft,$29.729Precio especial,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,is_stocked
h4,card-title mb-1 h-40*,Memoria Ram Sodimm Kingston Kvr 8gb Ddr4 3200mhz Cl22 1.20v Single Negro,title
a,,Memoria Ram Sodimm Kingston Kvr 8gb Ddr4 3200mhz Cl22 1.20v Single Negro,link
img,,,image
h4,mt-0 pecio_final ft,$29.857Precio especial,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,is_stocked
h4,card-title mb-1 h-40*,Memoria Sodimm Ddr4 8gb 3200mhz Cl22 1.2v 8 Gbit,title
a,,Memoria Sodimm Ddr4 8gb 3200mhz Cl22 1.2v 8 Gbit,link
img,,,image
h4,mt-0 pecio_final ft,$29.975Precio especial,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,is_stocked
h4,card-title mb-1 h-40*,Memoria SODIMM DDR4 HIKSEMI 8Gb 3200 MHz Hiker (7260),title
a,,Memoria SODIMM DDR4 HIKSEMI 8Gb 3200 MHz Hiker (7260),link
img,,,image
h4,mt-0 pecio_final ft,$30.138Precio especial,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,is_stocked
h4,card-title mb-1 h-40*,Memoria DDR4 HIKSEMI 8Gb 3200 Mhz Armor C/disipador White (2740),title
a,,Memoria DDR4 HIKSEMI 8Gb 3200 Mhz Armor C/disipador White (2740),link
img,,,image
h4,mt-0 pecio_final ft,$30.235Precio especial,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,is_stocked
h4,card-title mb-1 h-40*,Argb Cooler Master Led Controller Gen2,title
a,,Argb Cooler Master Led Controller Gen2,link
img,,,image
h4,mt-0 pecio_final ft,$31.120Precio especial,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,is_stocked
h4,card-title mb-1 h-40*,Base Cooler Trust Azul Stand Notebook,title
a,,Base Cooler Trust Azul Stand Notebook,link
img,,,image
h4,mt-0 pecio_final ft,$31.175Precio especial,price
img,img-fluid p-4 mh-100,,image
span,pull-right,En stock,is_stocked
h4,card-title mb-1 h-40*,Memoria DDR4 HIKSEMI 8Gb 3200 Mhz Armor C/disipador Black (2566),title
a,,Memoria DDR4 HIKSEMI 8Gb 3200 Mhz Armor C/disipador Black (2566),link
img,,,image
h4,mt-0 pecio_final ft,$31.282Precio especial,price
img,,,
img,,,
img,,,
span,woocommerce-Price-amount amount,$0,price
span,woocommerce-Price-amount amount,$324.727.033,price
img,attachment-us_300_300_crop size-us_300_300_crop wp-post-image,,image
h2,w-post-elm post_title usg_post_title_2 has_text_color woocommerce-loop-product__title color_link_inherit,WEBCAM LOGITECH C270 BLACK,title
a,,WEBCAM LOGITECH C270 BLACK,link
div,w-hwrapper usg_hwrapper_2 align_none valign_middle,"$42.150,00",price
span,woocommerce-Price-amount amount,"$42.150,00",price
img,attachment-us_300_300_crop size-us_300_300_crop wp-post-image,,image
h2,w-post-elm post_title usg_post_title_2 has_text_color woocommerce-loop-product__title color_link_inherit,DISCO HDD 6TB WD RED,title
a,,DISCO HDD 6TB WD RED,link
div,w-hwrapper usg_hwrapper_2 align_none valign_middle,"$239.900,00",price
span,woocommerce-Price-amount amount,"$239.900,00",price
img,attachment-us_300_300_crop size-us_300_300_crop wp-post-image,,image
h2,w-post-elm post_title usg_post_title_2 has_text_color woocommerce-loop-product__title color_link_inherit,DISCO HDD 2TB WD PURPLE,title
a,,DISCO HDD 2TB WD PURPLE,link
div,w-hwrapper usg_hwrapper_2 align_none valign_middle,"$92.360,00",price
span,woocommerce-Price-amount amount,"$92.360,00",price
img,attachment-us_300_300_crop size-us_300_300_crop wp-post-image,,image
h2,w-post-elm post_title usg_post_title_2 has_text_color woocommerce-loop-product__title color_link_inherit,COOLER CPU AEROCOOL CORE PLUS ARGB,title
a,,COOLER CPU AEROCOOL CORE PLUS ARGB,link
div,w-hwrapper usg_hwrapper_2 align_none valign_middle,"$43.145,00",price
span,woocommerce-Price-amount amount,"$43.145,00",price
img,attachment-us_300_300_crop size-us_300_300_crop wp-post-image,,image
h2,w-post-elm post_title usg_post_title_2 has_text_color woocommerce-loop-product__title color_link_inherit,MEMORIA RAM 8GB DDR4 3600 PATRIOT VIPER STEEL,title
a,,MEMORIA RAM 8GB DDR4 3600 PATRIOT VIPER STEEL,link
div,w-hwrapper usg_hwrapper_2 align_none valign_middle,"$40.540,00",price
span,woocommerce-Price-amount amount,"$40.540,00",price
img,attachment-us_300_300_crop size-us_300_300_crop wp-post-image,,image
h2,w-post-elm post_title usg_post_title_2 has_text_color woocommerce-loop-product__title color_link_inherit,MEMORIA RAM 16GB DDR4 3200 KINGSTON FURY BEAST,title
a,,MEMORIA RAM 16GB DDR4 3200 KINGSTON FURY BEAST,link
div,w-hwrapper usg_hwrapper_2 align_none valign_middle,"$95.400,00",price
span,woocommerce-Price-amount amount,"$95.400,00",price
img,attachment-us_300_300_crop size-us_300_300_crop wp-post-image,,image
h2,w-post-elm post_title usg_post_title_2 has_text_color woocommerce-loop-product__title color_link_inherit,MONITOR SAMSUNG 22 T350 IPS 75HZ 5MS,title
a,,MONITOR SAMSUNG 22 T350 IPS 75HZ 5MS,link
div,w-hwrapper usg_hwrapper_2 align_none valign_middle,"$183.410,00",price
span,woocommerce-Price-amount amount,"$183.410,00",price
img,attachment-us_300_300_crop size-us_300_300_crop wp-post-image,,image
h2,w-post-elm post_title usg_post_title_2 has_text_color woocommerce-loop-product__title color_link_inherit,VIDEO GEFORCE RTX 3060 12GB MSI VENTUS 2X,title
a,,VIDEO GEFORCE RTX 3060 12GB MSI VENTUS 2X,link
div,w-hwrapper usg_hwrapper_2 align_none valign_middle,"$527.137,00",price
span,woocommerce-Price-amount amount,"$527.137,00",price
img,attachment-us_300_300_crop size-us_300_300_crop wp-post-image,,image
h2,w-post-elm post_title usg_post_title_2 has_text_color woocommerce-loop-product__title color_link_inherit,MOUSE PAD LOGITECH 300x700MM LAVANDA,title
a,,MOUSE PAD LOGITECH 300x700MM LAVANDA,link
div,w-hwrapper usg_hwrapper_2 align_none valign_middle,"$33.822,00",price
span,woocommerce-Price-amount amount,"$33.822,00",price
img,attachment-us_300_300_crop size-us_300_300_crop wp-post-image,,image
h2,w-post-elm post_title usg_post_title_2 has_text_color woocommerce-loop-product__title color_link_inherit,EXTENSOR WIFI TP-LINK RE200 DUAL BAND AC750,title
a,,EXTENSOR WIFI TP-LINK RE200 DUAL BAND AC750,link
div,w-hwrapper usg_hwrapper_2 align_none valign_middle,"$35.830,00",price
span,woocommerce-Price-amount amount,"$35.830,00",price
img,attachment-us_300_300_crop size-us_300_300_crop wp-post-image,,image
h2,w-post-elm post_title usg_post_title_2 has_text_color woocommerce-loop-product__title color_link_inherit,USB WIFI TP-LINK TL-WN823N MINI 300MBPS,title
a,,USB WIFI TP-LINK TL-WN823N MINI 300MBPS,link
div,w-hwrapper usg_hwrapper_2 align_none valign_middle,"$13.270,00",price
span,woocommerce-Price-amount amount,"$13.270,00",price
img,attachment-us_300_300_crop size-us_300_300_crop wp-post-image,,image
h2,w-post-elm post_title usg_post_title_2 has_text_color woocommerce-loop-product__title color_link_inherit,PROCESADOR INTEL CORE I5 12400F LGA1700,title
a,,PROCESADOR INTEL CORE I5 12400F LGA1700,link
div,w-hwrapper usg_hwrapper_2 align_none valign_middle,"$189.220,00",price
span,woocommerce-Price-amount amount,"$189.220,00",price
img,attachment-us_300_300_crop size-us_300_300_crop wp-post-image,,image
h2,w-post-elm post_title usg_post_title_2 has_text_color woocommerce-loop-product__title color_link_inherit,MOUSE PAD LOGITECH G440 GAMING,title
a,,MOUSE PAD LOGITECH G440 GAMING,link
div,w-hwrapper usg_hwrapper_2 align_none valign_middle,"$25.680,00",price
span,woocommerce-Price-amount amount,"$25.680,00",price
img,attachment-us_300_300_crop size-us_300_300_crop wp-post-image,,image
h2,w-post-elm post_title usg_post_title_2 has_text_color woocommerce-loop-product__title color_link_inherit,MEMORIA RAM 16GB DDR5 5600 KINGSTON FURY BEAST,title
a,,MEMORIA RAM 16GB DDR5 5600 KINGSTON FURY BEAST,link
div,w-hwrapper usg_hwrapper_2 align_none valign_middle,"$80.980,00",price
span,woocommerce-Price-amount amount,"$80.980,00",price
img,attachment-us_300_300_crop size-us_300_300_crop wp-post-image,,image
h2,w-post-elm post_title usg_post_title_2 has_text_color woocommerce-loop-product__title color_link_inherit,MEMORIA RAM 32GB (2X16) DDR5 5600 CORSAIR VENGEANCE BLACK RGB AMD EXPO,title
a,,MEMORIA RAM 32GB (2X16) DDR5 5600 CORSAIR VENGEANCE BLACK RGB AMD EXPO,link
div,w-hwrapper usg_hwrapper_2 align_none valign_middle,"$204.249,00",price
span,woocommerce-Price-amount amount,"$204.249,00",price
img,attachment-us_300_300_crop size-us_300_300_crop wp-post-image,,image
h2,w-post-elm post_title usg_post_title_2 has_text_color woocommerce-loop-product__title color_link_inherit,AURICULAR GAMER RAZER BLACKSHARK V2 X BLACK,title
a,,AURICULAR GAMER RAZER BLACKSHARK V2 X BLACK,link
div,w-hwrapper usg_hwrapper_2 align_none valign_middle,"$82.150,00",price
span,woocommerce-Price-amount amount,"$82.150,00",price
img,attachment-us_300_300_crop size-us_300_300_crop wp-post-image,,image
h2,w-post-elm post_title usg_post_title_2 has_text_color woocommerce-loop-product__title color_link_inherit,MOUSEPAD RAZER PRO GLIDE XXL 940x410mm,title
a,,MOUSEPAD RAZER PRO GLIDE XXL 940x410mm,link
div,w-hwrapper usg_hwrapper_2 align_none valign_middle,"$55.190,00",price
span,woocommerce-Price-amount amount,"$55.190,00",price
img,attachment-us_300_300_crop size-us_300_300_crop wp-post-image,,image
h2,w-post-elm post_title usg_post_title_2 has_text_color woocommerce-loop-product__title color_link_inherit,FAN AEROCOOL ASTRO 12 ARGB 120MM (DUAL RING),title
a,,FAN AEROCOOL ASTRO 12 ARGB 120MM (DUAL RING),link
div,w-hwrapper usg_hwrapper_2 align_none valign_middle,"$39.000,00",price
span,woocommerce-Price-amount amount,"$39.000,00",price
img,attachment-us_300_300_crop size-us_300_300_crop wp-post-image,,image
h2,w-post-elm post_title usg_post_title_2 has_text_color woocommerce-loop-product__title color_link_inherit,VIDEO RADEON RX 6500 XT 4GB SAPPHIRE PULSE GAMING,title
a,,VIDEO RADEON RX 6500 XT 4GB SAPPHIRE PULSE GAMING,link
div,w-hwrapper usg_hwrapper_2 align_none valign_middle,"$297.700,00",price
span,woocommerce-Price-amount amount,"$297.700,00",price
img,attachment-us_300_300_crop size-us_300_300_crop wp-post-image,,image
h2,w-post-elm post_title usg_post_title_2 has_text_color woocommerce-loop-product__title color_link_inherit,USB WIFI TP-LINK T2U AC600 NANO DUAL BAND,title
a,,USB WIFI TP-LINK T2U AC600 NANO DUAL BAND,link
div,w-hwrapper usg_hwrapper_2 align_none valign_middle,"$15.530,00",price
span,woocommerce-Price-amount amount,"$15.530,00",price
img,attachment-us_300_300_crop size-us_300_300_crop wp-post-image,,image
div,w-hwrapper usg_hwrapper_2 align_none valign_middle,"$37.210,00",price
span,woocommerce-Price-amount amount,"$37.210,00",price
img,attachment-us_300_300_crop size-us_300_300_crop wp-post-image,,image
h2,w-post-elm post_title usg_post_title_2 has_text_color woocommerce-loop-product__title color_link_inherit,AURICULAR TRUST PRIMO,title
a,,AURICULAR TRUST PRIMO,link
div,w-hwrapper usg_hwrapper_2 align_none valign_middle,"$16.600,00",price
img,attachment-us_300_300_crop size-us_300_300_crop wp-post-image,,image
div,w-hwrapper usg_hwrapper_2 align_none valign_middle,"$20.750,00",price
span,woocommerce-Price-amount amount,"$20.750,00",price
img,attachment-us_300_300_crop size-us_300_300_crop wp-post-image,,image
h2,w-post-elm post_title usg_post_title_2 has_text_color woocommerce-loop-product__title color_link_inherit,COMBO TECLADO Y MOUSE LOGITECH MK235 WIRELESS,title
a,,COMBO TECLADO Y MOUSE LOGITECH MK235 WIRELESS,link
div,w-hwrapper usg_hwrapper_2 align_none valign_middle,"$30.150,00",price
span,woocommerce-Price-amount amount,"$30.150,00",price
div,product-content,"EN STOCKGRASA SILICONADA PASTERMAX G60 (GRIS) $5.844,28 Original price was: $5.844,28.$4.718,00Curr",productWrapper
a,product-loop-title,EN STOCKGRASA SILICONADA PASTERMAX G60 (GRIS),link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,GRASA SILICONADA PASTERMAX G60 (GRIS),title
span,price,"$5.844,28 Original price was: $5.844,28.$4.718,00Current price is: $4.718,00. Efectivo / Transferenc",price
span,woocommerce-Price-amount amount,"$5.844,28",price
img,,,
div,product-content,"EN STOCKPasta Termica Raptor Ice Conductividad Termica 8.3W/m-K $9.350,88 Original price was: $9.35",productWrapper
a,product-loop-title,EN STOCKPasta Termica Raptor Ice Conductividad Termica 8.3W/m-K,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
span,awl-inner-text,EN STOCK,is_stocked
h3,woocommerce-loop-product__title,Pasta Termica Raptor Ice Conductividad Termica 8.3W/m-K,title
span,price,"$9.350,88 Original price was: $9.350,88.$6.799,00Current price is: $6.799,00. Efectivo / Transferenc",price
span,woocommerce-Price-amount amount,"$9.350,88",price
img,,,
div,product-content,"EN STOCKMemoria SODIMM DDR3 HIKSEMI 4Gb 1600 MHz Hiker 1.35V $10.590,00 Original price was: $10.590",productWrapper
a,product-loop-title,EN STOCKMemoria SODIMM DDR3 HIKSEMI 4Gb 1600 MHz Hiker 1.35V,link
div,awl-label-wrap awl-label-id-26484,EN STOCK,is_stocked
span,awl-product-label awl-type-label awl-type-label-rounded,EN STOCK,is_stocked
span,awl-label-text,EN STOCK,is_stocked
